doc_id	paragraph_id	sentence_id	sentence	start	end	term_id	token_id	token	lemma	upos	xpos	feats	head_token_id	dep_rel	deps	misc
doc230	1	1	compassion	1	10	1	1	compassion	compassion	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc231	1	1	cobalt	1	6	1	1	cobalt	cobalt	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc232	1	1	battle	1	6	1	1	battle	battle	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc233	1	1	anxiety	1	7	1	1	anxiety	anxiety	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc234	1	1	anger	1	5	1	1	anger	anger	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc235	1	1	ambition	1	8	1	1	ambition	ambition	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc236	1	1	age	1	3	1	1	age	age	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc237	1	1	adrenaline	1	10	1	1	adrenaline	adrenaline	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc238	1	1	things	1	6	1	1	things	thing	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc239	1	1	taxes	1	5	1	1	taxes	tax	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc240	1	1	stuff	1	5	1	1	stuff	stuff	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc241	1	1	president	1	9	1	1	president	president	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc242	1	1	politics	1	8	1	1	politics	politics	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc243	1	1	government	1	10	1	1	government	government	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc244	1	1	drugs	1	5	1	1	drugs	drug	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc245	1	1	executive	1	9	1	1	executive	executive	ADJ	JJ	Degree=Pos	0	root	NA	SpacesAfter=\n
doc246	1	1	health	1	6	1	1	health	health	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc247	1	1	men	1	3	1	1	men	men	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc248	1	1	politicians	1	11	1	1	politicians	politician	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc249	1	1	reports	1	7	1	1	reports	report	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc250	1	1	injustice	1	9	1	1	injustice	injustice	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc251	1	1	world	1	5	1	1	world	world	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc252	1	1	work	1	4	1	1	work	work	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc253	1	1	will	1	4	1	1	will	will	AUX	MD	VerbForm=Fin	0	root	NA	SpacesAfter=\n
doc254	1	1	wait	1	4	1	1	wait	wait	VERB	VB	Mood=Imp|VerbForm=Fin	0	root	NA	SpacesAfter=\n
doc255	1	1	vaccines	1	8	1	1	vaccines	vaccine	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc256	1	1	trump	1	5	1	1	trump	trump	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc257	1	1	testimony	1	9	1	1	testimony	testimony	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc258	1	1	immigration	1	11	1	1	immigration	immigration	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc259	1	1	immigrants	1	10	1	1	immigrants	immigrant	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc260	1	1	taxation	1	8	1	1	taxation	taxation	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc261	1	1	surprise	1	8	1	1	surprise	surprise	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc262	1	1	suggestions	1	11	1	1	suggestions	suggestion	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc263	1	1	stories	1	7	1	1	stories	story	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc264	1	1	statistics	1	10	1	1	statistics	statistic	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc265	1	1	sex	1	3	1	1	sex	sex	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc266	1	1	senator	1	7	1	1	senator	senator	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc267	1	1	republican	1	10	1	1	republican	republican	ADJ	JJ	Degree=Pos	0	root	NA	SpacesAfter=\n
doc268	1	1	regulations	1	11	1	1	regulations	regulation	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc269	1	1	reggie	1	6	1	1	reggie	reggie	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc270	1	1	rape	1	4	1	1	rape	rape	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc271	1	1	pricing	1	7	1	1	pricing	pricing	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc272	1	1	press	1	5	1	1	press	press	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc273	1	1	people	1	6	1	1	people	people	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc274	1	1	partisanship	1	12	1	1	partisanship	partisanship	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc275	1	1	parasite	1	8	1	1	parasite	parasite	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc276	1	1	oil	1	3	1	1	oil	oil	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc277	1	1	mr	1	2	1	1	mr	mr	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc278	1	1	moon	1	4	1	1	moon	moon	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc279	1	1	money	1	5	1	1	money	money	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc280	1	1	malpractice	1	11	1	1	malpractice	malpractice	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc281	1	1	life	1	4	1	1	life	life	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc282	1	1	legislation	1	11	1	1	legislation	legislation	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc283	1	1	lapses	1	6	1	1	lapses	lapse	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc284	1	1	kisses	1	6	1	1	kisses	kiss	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc285	1	1	kids	1	4	1	1	kids	kid	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc286	1	1	joblessness	1	11	1	1	joblessness	joblessness	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc287	1	1	injustices	1	10	1	1	injustices	injustice	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc288	1	1	havingto	1	8	1	1	havingto	havingtoo	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc289	1	1	gridlock	1	8	1	1	gridlock	gridlock	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc290	1	1	earnings	1	8	1	1	earnings	earning	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc291	1	1	gmos	1	4	1	1	gmos	gmo	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc292	1	1	gays	1	4	1	1	gays	gay	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc293	1	1	gas	1	3	1	1	gas	gas	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc294	1	1	forgetfulness	1	13	1	1	forgetfulness	forgetfulness	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc295	1	1	flood	1	5	1	1	flood	flood	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc296	1	1	feeling	1	7	1	1	feeling	feel	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc297	1	1	delays	1	6	1	1	delays	delay	INTJ	UH	NA	0	root	NA	SpacesAfter=\n
doc298	1	1	decode	1	6	1	1	decode	decode	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc299	1	1	decisions	1	9	1	1	decisions	decision	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc300	1	1	deal	1	4	1	1	deal	deal	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc301	1	1	damage	1	6	1	1	damage	damage	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc302	1	1	daddy	1	5	1	1	daddy	daddy	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc303	1	1	criticism	1	9	1	1	criticism	criticism	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc304	1	1	crime	1	5	1	1	crime	crime	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc305	1	1	cowardice	1	9	1	1	cowardice	cowardice	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc306	1	1	corruption	1	10	1	1	corruption	corruption	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc307	1	1	congressman	1	11	1	1	congressman	congressman	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc308	1	1	congress	1	8	1	1	congress	congress	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc309	1	1	conditions	1	10	1	1	conditions	condition	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc310	1	1	class	1	5	1	1	class	class	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc311	1	1	changes	1	7	1	1	changes	change	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc312	1	1	captain	1	7	1	1	captain	captain	VERB	VB	VerbForm=Inf	0	root	NA	SpacesAfter=\n
doc313	1	1	capitalism	1	10	1	1	capitalism	capitalism	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc314	1	1	budget	1	6	1	1	budget	budget	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc315	1	1	bris	1	4	1	1	bris	bris	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc316	1	1	blacks	1	6	1	1	blacks	black	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc317	1	1	bailouts	1	8	1	1	bailouts	bailout	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc318	1	1	attacks	1	7	1	1	attacks	attack	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc319	1	1	apple	1	5	1	1	apple	apple	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc320	1	1	ads	1	3	1	1	ads	ads	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc321	1	1	abortion	1	8	1	1	abortion	abortion	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc322	1	1	people	1	6	1	1	people	people	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc323	1	1	times	1	5	1	1	times	time	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc324	1	1	president	1	9	1	1	president	president	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc325	1	1	women	1	5	1	1	women	woman	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc326	1	1	me	1	2	1	1	me	I	PRON	PRP	Case=Acc|Number=Sing|Person=1|PronType=Prs	0	root	NA	SpacesAfter=\n
doc327	1	1	life	1	4	1	1	life	life	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc328	1	1	dad	1	3	1	1	dad	dad	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc329	1	1	government	1	10	1	1	government	government	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc330	1	1	god	1	3	1	1	god	god	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc331	1	1	dr	1	2	1	1	dr	dr	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc332	1	1	injustice	1	9	1	1	injustice	injustice	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc333	1	1	mr	1	2	1	1	mr	mr	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc334	1	1	men	1	3	1	1	men	men	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc335	1	1	governor	1	8	1	1	governor	governor	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc336	1	1	democrats	1	9	1	1	democrats	democrat	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc337	1	1	home	1	4	1	1	home	home	ADV	RB	NA	0	root	NA	SpacesAfter=\n
doc338	1	1	congress	1	8	1	1	congress	congress	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc339	1	1	police	1	6	1	1	police	police	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc340	1	1	religion	1	8	1	1	religion	religion	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc341	1	1	senator	1	7	1	1	senator	senator	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc342	1	1	so-and-so	1	2	1	1	so	so	ADV	RB	NA	0	root	NA	SpaceAfter=No
doc342	1	1	so-and-so	3	3	2	2	-	-	PUNCT	,	NA	1	punct	NA	SpaceAfter=No
doc342	1	1	so-and-so	4	6	3	3	and	and	CCONJ	CC	NA	5	cc	NA	SpaceAfter=No
doc342	1	1	so-and-so	7	7	4	4	-	-	PUNCT	HYPH	NA	5	punct	NA	SpaceAfter=No
doc342	1	1	so-and-so	8	9	5	5	so	so	ADV	RB	NA	1	conj	NA	SpacesAfter=\n
doc343	1	1	society	1	7	1	1	society	society	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc344	1	1	things	1	6	1	1	things	thing	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc345	1	1	trump	1	5	1	1	trump	trump	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc346	1	1	us	1	2	1	1	us	we	PRON	PRP	Case=Acc|Number=Plur|Person=1|PronType=Prs	0	root	NA	SpacesAfter=\n
doc347	1	1	authority	1	9	1	1	authority	authority	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc348	1	1	children	1	8	1	1	children	child	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc349	1	1	city	1	4	1	1	city	city	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc350	1	1	companies	1	9	1	1	companies	company	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc351	1	1	corruption	1	10	1	1	corruption	corruption	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc352	1	1	immigrants	1	10	1	1	immigrants	immigrant	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc353	1	1	mayor	1	5	1	1	mayor	mayor	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc354	1	1	homosexuals	1	11	1	1	homosexuals	homosexual	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc355	1	1	daddy	1	5	1	1	daddy	daddy	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc356	1	1	mother	1	6	1	1	mother	mother	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc357	1	1	music	1	5	1	1	music	music	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc358	1	1	parents	1	7	1	1	parents	parent	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc359	1	1	politicians	1	11	1	1	politicians	politician	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc360	1	1	questions	1	9	1	1	questions	question	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc361	1	1	racism	1	6	1	1	racism	racism	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc362	1	1	reporters	1	9	1	1	reporters	reporter	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc363	1	1	reports	1	7	1	1	reports	report	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc364	1	1	sessions	1	8	1	1	sessions	session	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc365	1	1	uncle	1	5	1	1	uncle	uncle	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc366	1	1	work	1	4	1	1	work	work	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc367	1	1	mobs	1	4	1	1	mobs	mob	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc368	1	1	minorities	1	10	1	1	minorities	minority	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc369	1	1	mexicans	1	8	1	1	mexicans	mexicans	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc370	1	1	members	1	7	1	1	members	members	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc371	1	1	inequities	1	10	1	1	inequities	inequity	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc372	1	1	incumbents	1	10	1	1	incumbents	incumbent	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc373	1	1	management	1	10	1	1	management	management	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc374	1	1	man	1	3	1	1	man	man	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc375	1	1	mama	1	4	1	1	mama	mama	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc376	1	1	mainlanders	1	11	1	1	mainlanders	mainlander	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc377	1	1	mafia	1	5	1	1	mafia	mafia	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc378	1	1	ma	1	2	1	1	ma	ma	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc379	1	1	lib	1	3	1	1	lib	lib	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc380	1	1	lefty	1	5	1	1	lefty	lefty	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc381	1	1	leadership	1	10	1	1	leadership	leadership	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc382	1	1	kids	1	4	1	1	kids	kid	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc383	1	1	katniss	1	7	1	1	katniss	katniss	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc384	1	1	job	1	3	1	1	job	job	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc385	1	1	interviews	1	10	1	1	interviews	interview	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc386	1	1	husbands	1	8	1	1	husbands	husband	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc387	1	1	husband	1	7	1	1	husband	husband	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc388	1	1	house	1	5	1	1	house	house	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc389	1	1	gov	1	3	1	1	gov	gov	X	ADD	NA	0	root	NA	SpacesAfter=\n
doc390	1	1	cops	1	4	1	1	cops	cop	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc391	1	1	conservatives	1	13	1	1	conservatives	conservative	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc392	1	1	holly	1	5	1	1	holly	holly	ADV	RB	NA	0	root	NA	SpacesAfter=\n
doc393	1	1	historicism	1	11	1	1	historicism	historicism	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc394	1	1	herr	1	4	1	1	herr	herr	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc395	1	1	heart	1	5	1	1	heart	heart	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc396	1	1	handkerchiefs	1	13	1	1	handkerchiefs	handkerchief	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc397	1	1	griese	1	6	1	1	griese	griese	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc398	1	1	grandmother	1	11	1	1	grandmother	grandmother	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc399	1	1	grace.i	1	7	1	1	grace.i	grace.i	INTJ	UH	NA	0	root	NA	SpacesAfter=\n
doc400	1	1	globalization	1	13	1	1	globalization	globalization	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc401	1	1	game	1	4	1	1	game	game	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc402	1	1	frasier	1	7	1	1	frasier	frasier	ADJ	JJR	Degree=Cmp	0	root	NA	SpacesAfter=\n
doc403	1	1	feeling	1	7	1	1	feeling	feel	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc404	1	1	father	1	6	1	1	father	father	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc405	1	1	fate	1	4	1	1	fate	fate	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc406	1	1	facebook	1	8	1	1	facebook	facebook	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc407	1	1	excellence	1	10	1	1	excellence	excellence	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc408	1	1	ex-spouses	1	10	1	1	ex-spouses	ex-spouse	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc409	1	1	evil	1	4	1	1	evil	evil	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc410	1	1	environmentalists	1	17	1	1	environmentalists	environmentalist	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc411	1	1	dogs	1	4	1	1	dogs	dog	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc412	1	1	doctors	1	7	1	1	doctors	doctor	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc413	1	1	dj	1	2	1	1	dj	dj	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc414	1	1	decades	1	7	1	1	decades	decade	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc415	1	1	death	1	5	1	1	death	death	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc416	1	1	deadbeats	1	9	1	1	deadbeats	deadbeat	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc417	1	1	dany	1	4	1	1	dany	dany	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc418	1	1	cyclists	1	8	1	1	cyclists	cyclist	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc419	1	1	customers	1	9	1	1	customers	customer	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc420	1	1	criticism	1	9	1	1	criticism	criticism	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc421	1	1	conferences	1	11	1	1	conferences	conference	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc422	1	1	things	1	6	1	1	things	thing	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc423	1	1	president	1	9	1	1	president	president	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc424	1	1	war-criminals	1	13	1	1	war-criminals	war-criminal	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc425	1	1	mr	1	2	1	1	mr	mr	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc426	1	1	years	1	5	1	1	years	year	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc427	1	1	welfare	1	7	1	1	welfare	welfare	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc428	1	1	towels	1	6	1	1	towels	towel	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc429	1	1	tb	1	2	1	1	tb	tb	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc430	1	1	price	1	5	1	1	price	price	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc431	1	1	pop	1	3	1	1	pop	pop	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc432	1	1	plans	1	5	1	1	plans	plan	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc433	1	1	parks	1	5	1	1	parks	parks	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc434	1	1	oil	1	3	1	1	oil	oil	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc435	1	1	lack	1	4	1	1	lack	lack	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc436	1	1	food	1	4	1	1	food	food	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc437	1	1	education	1	9	1	1	education	education	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc438	1	1	decision	1	8	1	1	decision	decision	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc439	1	1	daughter	1	8	1	1	daughter	daughter	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc440	1	1	construction	1	12	1	1	construction	construction	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc441	1	1	conditions	1	10	1	1	conditions	condition	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc442	1	1	city	1	4	1	1	city	city	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc443	1	1	childhood	1	9	1	1	childhood	childhood	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc444	1	1	careers	1	7	1	1	careers	career	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc445	1	1	people	1	6	1	1	people	people	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc446	1	1	me	1	2	1	1	me	I	PRON	PRP	Case=Acc|Number=Sing|Person=1|PronType=Prs	0	root	NA	SpacesAfter=\n
doc447	1	1	president	1	9	1	1	president	president	PROPN	NNP	Number=Sing	0	root	NA	SpacesAfter=\n
doc448	1	1	rage	1	4	1	1	rage	rage	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc449	1	1	school	1	6	1	1	school	school	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc450	1	1	women	1	5	1	1	women	woman	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc451	1	1	banks	1	5	1	1	banks	bannks	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc452	1	1	changes	1	7	1	1	changes	change	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc453	1	1	cal	1	3	1	1	cal	cal	ADJ	JJ	Degree=Pos	0	root	NA	SpacesAfter=\n
doc454	1	1	democrats	1	9	1	1	democrats	democrat	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc455	1	1	daddy	1	5	1	1	daddy	daddy	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc456	1	1	life	1	4	1	1	life	life	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc457	1	1	mrs	1	3	1	1	mrs	mr	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
doc458	1	1	child	1	5	1	1	child	child	NOUN	NN	Number=Sing	0	root	NA	SpacesAfter=\n
doc459	1	1	politics	1	8	1	1	politics	politics	NOUN	NNS	Number=Plur	0	root	NA	SpacesAfter=\n
